time,uol,wol,uol_block,wol_block,upi,wpi,upi_block,wpi_block,upid,wpid,upid_block,wpid_block,r
16.5,1,14.5421372072312,1,14.5421372072312,0.100752212710648,0.993528366112841,0.100752212710648,0.993528366112841,0.0966875561671079,0.956697170536977,0.0966875561671079,0.956697170536977,1
16.6,1,14.4774038555065,1,14.4774038555065,0.100722185032751,1.03649931178425,0.100722185032751,1.03649931178425,0.0967747167516029,0.957384139962721,0.0967747167516029,0.957384139962721,1
16.7,1,14.3208613327474,1,14.3208613327474,0.100607423422335,1.07826229863217,0.100607423422335,1.07826229863217,0.0968601079523657,0.958062728694267,0.0968601079523657,0.958062728694267,1
16.8,1,14.0765715277899,1,14.0765715277899,0.100411181576919,1.11797954678316,0.100411181576919,1.11797954678316,0.0969437658740717,0.95873674348694,0.0969437658740717,0.958736743486941,1
16.9,1,13.7503290180596,1,13.7503290180596,0.100138356166394,1.15484586374171,0.100138356166394,1.15484586374171,0.0970257260355713,0.959409692306683,0.0970257260355713,0.959409692306683,1
17,1,13.3495270387599,1,13.3495270387599,0.0997954050619908,1.18810524066188,0.0997954050619908,1.18810524066188,0.0971060233704678,0.960084723618211,0.0971060233704678,0.960084723618211,1
17.1,1,12.8829924726743,1,12.8829924726743,0.0993902332002688,1.21706662106013,0.0993902332002688,1.21706662106013,0.0971846922251193,0.960764573412912,0.0971846922251193,0.960764573412912,1
17.2,1,12.3607934973884,1,12.3607934973884,0.0989320480640112,1.24111851519747,0.0989320480640112,1.24111851519747,0.0972617663544191,0.961451520970778,0.0972617663544191,0.961451520970778,1
17.3,1,11.794024043413,1,11.794024043413,0.0984311873954084,1.25974215340532,0.0984311873954084,1.25974215340532,0.0973372789157497,0.962147354163991,0.0973372789157497,0.962147354163991,1
17.4,1,11.1945696444096,1,11.1945696444096,0.0978989223439303,1.27252289807275,0.0978989223439303,1.27252289807275,0.0974112624615292,0.962853344908682,0.0974112624615292,0.962853344908682,1
17.5,1,10.5748595916994,1,10.5748595916994,0.0973472397794771,1.27915966638046,0.0973472397794771,1.27915966638046,0.0974837489307908,0.96357023516007,0.0974837489307908,0.96357023516007,1
